abits=1, wbits=4, nfbits=1, loss=0.043387751620358385
abits=7, wbits=4, nfbits=4, loss=0.05360808151845749
abits=7, wbits=4, nfbits=5, loss=0.05357328756975058
abits=7, wbits=4, nfbits=6, loss=0.05357755505694793
abits=7, wbits=4, nfbits=7, loss=0.05358425862131975
abits=7, wbits=4, nfbits=8, loss=0.05359933711588383
abits=7, wbits=4, nfbits=9, loss=0.05359036329751595
abits=7, wbits=4, nfbits=10, loss=0.05355653381691529
abits=7, wbits=4, nfbits=11, loss=0.05354380005827317
abits=7, wbits=4, nfbits=12, loss=0.05354711883820784
abits=8, wbits=4, nfbits=1, loss=0.04003985739575747
abits=8, wbits=4, nfbits=2, loss=0.052503218062413044
abits=8, wbits=4, nfbits=3, loss=0.05393748682660934
abits=8, wbits=4, nfbits=4, loss=0.05395498752402954
abits=8, wbits=4, nfbits=5, loss=0.053951613581142366
abits=8, wbits=4, nfbits=6, loss=0.053955839517024845
abits=8, wbits=4, nfbits=7, loss=0.05397093771264339
abits=8, wbits=4, nfbits=8, loss=0.05395725947351028
abits=8, wbits=4, nfbits=9, loss=0.05393378181048693
abits=8, wbits=4, nfbits=10, loss=0.05393561300558922
abits=8, wbits=4, nfbits=11, loss=0.05393973656762869
abits=8, wbits=4, nfbits=12, loss=0.0539373905899433
abits=9, wbits=4, nfbits=1, loss=0.04018366117125902
abits=9, wbits=4, nfbits=2, loss=0.05268112890040263
abits=9, wbits=4, nfbits=3, loss=0.054152192476277165
abits=9, wbits=4, nfbits=4, loss=0.05412207562953998
abits=9, wbits=4, nfbits=5, loss=0.05411140334147673
abits=9, wbits=4, nfbits=6, loss=0.054149787252147995
abits=9, wbits=4, nfbits=7, loss=0.054135145332950815
abits=9, wbits=4, nfbits=8, loss=0.054140325683431745
abits=9, wbits=4, nfbits=9, loss=0.05415858548039045
abits=9, wbits=4, nfbits=10, loss=0.05411349294277338
abits=9, wbits=4, nfbits=11, loss=0.05412172726713694
abits=9, wbits=4, nfbits=12, loss=0.05413317754387091
abits=10, wbits=4, nfbits=1, loss=0.04026599963888144
abits=10, wbits=4, nfbits=2, loss=0.052761324060459934
abits=10, wbits=4, nfbits=3, loss=0.05422293693304826
abits=10, wbits=4, nfbits=4, loss=0.05422187431787069
abits=10, wbits=4, nfbits=5, loss=0.05423047558332865
abits=10, wbits=4, nfbits=6, loss=0.054255385214510635
abits=10, wbits=4, nfbits=7, loss=0.05424640408884256
abits=10, wbits=4, nfbits=8, loss=0.05420974345925527
abits=10, wbits=4, nfbits=9, loss=0.05424862436186045
abits=10, wbits=4, nfbits=10, loss=0.05423289520713764
abits=10, wbits=4, nfbits=11, loss=0.05422288365662098
abits=10, wbits=4, nfbits=12, loss=0.05424993872069395
abits=11, wbits=4, nfbits=1, loss=0.0403222069860651
abits=11, wbits=4, nfbits=2, loss=0.05281699859561064
abits=11, wbits=4, nfbits=3, loss=0.05426958793153366
abits=11, wbits=4, nfbits=4, loss=0.05427743227053911
abits=11, wbits=4, nfbits=5, loss=0.054303658027679495
abits=11, wbits=4, nfbits=6, loss=0.054287079841089554
abits=11, wbits=4, nfbits=7, loss=0.05431650509723486
abits=11, wbits=4, nfbits=8, loss=0.054290113516916066
abits=11, wbits=4, nfbits=9, loss=0.05429875927093702
abits=11, wbits=4, nfbits=10, loss=0.0542455305560277
abits=11, wbits=4, nfbits=11, loss=0.05427933360139529
abits=11, wbits=4, nfbits=12, loss=0.05427813415343945
abits=12, wbits=4, nfbits=1, loss=0.04033938855028305
abits=12, wbits=4, nfbits=2, loss=0.05282616350226677
abits=12, wbits=4, nfbits=3, loss=0.05427383882208513
abits=12, wbits=4, nfbits=4, loss=0.05433406179340986
abits=12, wbits=4, nfbits=5, loss=0.05429665249987291
abits=12, wbits=4, nfbits=6, loss=0.05428618696542122
abits=12, wbits=4, nfbits=7, loss=0.05432520162027616
abits=12, wbits=4, nfbits=8, loss=0.054280562397952266
abits=12, wbits=4, nfbits=9, loss=0.05430717379427873
abits=12, wbits=4, nfbits=10, loss=0.05430638228949064
abits=12, wbits=4, nfbits=11, loss=0.05429572602495169
abits=12, wbits=4, nfbits=12, loss=0.054322135324279465
