abits=1, wbits=4, nfbits=1, loss=0.0366844036258184
abits=1, wbits=4, nfbits=2, loss=0.0366927502103723
abits=1, wbits=4, nfbits=3, loss=0.03668553573198807
abits=1, wbits=4, nfbits=4, loss=0.03668066441344145
abits=1, wbits=4, nfbits=5, loss=0.03668662523611998
abits=1, wbits=4, nfbits=6, loss=0.03668642163467713
abits=1, wbits=4, nfbits=7, loss=0.03669860283247171
abits=1, wbits=4, nfbits=8, loss=0.03668597507744263
abits=1, wbits=4, nfbits=9, loss=0.036683532409369946
abits=1, wbits=4, nfbits=10, loss=0.03667721988107914
abits=1, wbits=4, nfbits=11, loss=0.03669414779123587
abits=1, wbits=4, nfbits=12, loss=0.03667215666232201
abits=2, wbits=4, nfbits=1, loss=0.020853047760633323
abits=2, wbits=4, nfbits=2, loss=0.022256349404461872
abits=2, wbits=4, nfbits=3, loss=0.02281758168903299
abits=2, wbits=4, nfbits=4, loss=0.02285150507799326
abits=2, wbits=4, nfbits=5, loss=0.022842040954109948
abits=2, wbits=4, nfbits=6, loss=0.022845713135141592
abits=2, wbits=4, nfbits=7, loss=0.02285051305229083
abits=2, wbits=4, nfbits=8, loss=0.022843551702606373
abits=2, wbits=4, nfbits=9, loss=0.022851149229189523
abits=2, wbits=4, nfbits=10, loss=0.022835940218124635
abits=2, wbits=4, nfbits=11, loss=0.022841189092455003
abits=2, wbits=4, nfbits=12, loss=0.022845610522497922
abits=3, wbits=4, nfbits=1, loss=0.021110429786718808
abits=3, wbits=4, nfbits=2, loss=0.02446274816369017
abits=3, wbits=4, nfbits=3, loss=0.025349113684243117
abits=3, wbits=4, nfbits=4, loss=0.025398605562842045
abits=3, wbits=4, nfbits=5, loss=0.025394989261164878
abits=3, wbits=4, nfbits=6, loss=0.0253898337817727
abits=3, wbits=4, nfbits=7, loss=0.02540193820515504
abits=3, wbits=4, nfbits=8, loss=0.025408956198356092
abits=3, wbits=4, nfbits=9, loss=0.0254012378028188
abits=3, wbits=4, nfbits=10, loss=0.025390277974880658
abits=3, wbits=4, nfbits=11, loss=0.02540301200814354
abits=3, wbits=4, nfbits=12, loss=0.02539947194357713
abits=4, wbits=4, nfbits=1, loss=0.022386480898906786
abits=4, wbits=4, nfbits=2, loss=0.026927505034762315
abits=4, wbits=4, nfbits=3, loss=0.02803888626826497
abits=4, wbits=4, nfbits=4, loss=0.028076504595959798
abits=4, wbits=4, nfbits=5, loss=0.02807736160376897
abits=4, wbits=4, nfbits=6, loss=0.02807757482887843
abits=4, wbits=4, nfbits=7, loss=0.028067638870710745
abits=4, wbits=4, nfbits=8, loss=0.028088659812242556
abits=4, wbits=4, nfbits=9, loss=0.0280619696713984
abits=4, wbits=4, nfbits=10, loss=0.028072677552700043
abits=4, wbits=4, nfbits=11, loss=0.02807201425998639
abits=4, wbits=4, nfbits=12, loss=0.028057568814032353
abits=5, wbits=4, nfbits=1, loss=0.023221165514909305
abits=5, wbits=4, nfbits=2, loss=0.028387288658473737
abits=5, wbits=4, nfbits=3, loss=0.029556969718004648
abits=5, wbits=4, nfbits=4, loss=0.02961395290465309
abits=5, wbits=4, nfbits=5, loss=0.029621075910444442
abits=5, wbits=4, nfbits=6, loss=0.02962018372729803
abits=5, wbits=4, nfbits=7, loss=0.02963790684365309
abits=5, wbits=4, nfbits=8, loss=0.029613635777376402
abits=5, wbits=4, nfbits=9, loss=0.029620615693812188
abits=5, wbits=4, nfbits=10, loss=0.029626230410753917
abits=5, wbits=4, nfbits=11, loss=0.029605415530311756
abits=5, wbits=4, nfbits=12, loss=0.029619519765942525
abits=6, wbits=4, nfbits=1, loss=0.023689167538227942
abits=6, wbits=4, nfbits=2, loss=0.029165133415984038
abits=6, wbits=4, nfbits=3, loss=0.030400680485539712
abits=6, wbits=4, nfbits=4, loss=0.03044107526492996
abits=6, wbits=4, nfbits=5, loss=0.03044924399075218
abits=6, wbits=4, nfbits=6, loss=0.030455387651156157
abits=6, wbits=4, nfbits=7, loss=0.03045082873163315
abits=6, wbits=4, nfbits=8, loss=0.030448451829262268
abits=6, wbits=4, nfbits=9, loss=0.030448828489543535
abits=6, wbits=4, nfbits=10, loss=0.03045068911682719
abits=6, wbits=4, nfbits=11, loss=0.030439016839059498
abits=6, wbits=4, nfbits=12, loss=0.030443749139801815
abits=7, wbits=4, nfbits=1, loss=0.02393089511837715
abits=7, wbits=4, nfbits=2, loss=0.029582709563561738
abits=7, wbits=4, nfbits=3, loss=0.0308079096273734
abits=7, wbits=4, nfbits=4, loss=0.030878516737944804
abits=7, wbits=4, nfbits=5, loss=0.030884500819807634
abits=7, wbits=4, nfbits=6, loss=0.0308735455887822
abits=7, wbits=4, nfbits=7, loss=0.030887048739271287
abits=7, wbits=4, nfbits=8, loss=0.03086289696586438
abits=7, wbits=4, nfbits=9, loss=0.030869042130712517
abits=7, wbits=4, nfbits=10, loss=0.030891276131837796
abits=7, wbits=4, nfbits=11, loss=0.03087272083100218
abits=7, wbits=4, nfbits=12, loss=0.030876226424693298
abits=8, wbits=4, nfbits=1, loss=0.024070732868634738
abits=8, wbits=4, nfbits=2, loss=0.029782405636536006
abits=8, wbits=4, nfbits=3, loss=0.03105481269841011
abits=8, wbits=4, nfbits=4, loss=0.031118704316516716
abits=8, wbits=4, nfbits=5, loss=0.03111270270668543
abits=8, wbits=4, nfbits=6, loss=0.031088399414259654
abits=8, wbits=4, nfbits=7, loss=0.031088551016858756
abits=8, wbits=4, nfbits=8, loss=0.031097508525141537
abits=8, wbits=4, nfbits=9, loss=0.031105009444917623
abits=8, wbits=4, nfbits=10, loss=0.031111538087805875
abits=8, wbits=4, nfbits=11, loss=0.03109852395330866
abits=8, wbits=4, nfbits=12, loss=0.031113588860115178
abits=9, wbits=4, nfbits=1, loss=0.024154467066415608
abits=9, wbits=4, nfbits=2, loss=0.02990618398269782
abits=9, wbits=4, nfbits=3, loss=0.031153047409577247
abits=9, wbits=4, nfbits=4, loss=0.031219724350823805
abits=9, wbits=4, nfbits=5, loss=0.03120503742964222
abits=9, wbits=4, nfbits=6, loss=0.031218076924769543
abits=9, wbits=4, nfbits=7, loss=0.031202683822275736
abits=9, wbits=4, nfbits=8, loss=0.031227535795038328
abits=9, wbits=4, nfbits=9, loss=0.03124174718052531
abits=9, wbits=4, nfbits=10, loss=0.03122501274666343
abits=9, wbits=4, nfbits=11, loss=0.031227225592980783
abits=9, wbits=4, nfbits=12, loss=0.031236171113470428
abits=10, wbits=4, nfbits=1, loss=0.02417803254838173
abits=10, wbits=4, nfbits=2, loss=0.029952594831299324
abits=10, wbits=4, nfbits=3, loss=0.031212229329424027
abits=10, wbits=4, nfbits=4, loss=0.03127536937021292
abits=10, wbits=4, nfbits=5, loss=0.03128204272630123
abits=10, wbits=4, nfbits=6, loss=0.03128318350093487
abits=10, wbits=4, nfbits=7, loss=0.031257671459267534
abits=10, wbits=4, nfbits=8, loss=0.031259998583640806
abits=10, wbits=4, nfbits=9, loss=0.03128245176795202
abits=10, wbits=4, nfbits=10, loss=0.031291829398236215
abits=10, wbits=4, nfbits=11, loss=0.03126001655339049
abits=10, wbits=4, nfbits=12, loss=0.031248197425156832
abits=11, wbits=4, nfbits=1, loss=0.024186858740181495
abits=11, wbits=4, nfbits=2, loss=0.02997583803983453
abits=11, wbits=4, nfbits=3, loss=0.03124972388673669
abits=11, wbits=4, nfbits=4, loss=0.031298010192142844
abits=11, wbits=4, nfbits=5, loss=0.03132946520613936
abits=11, wbits=4, nfbits=6, loss=0.0312942439594712
abits=11, wbits=4, nfbits=7, loss=0.03129033981941831
abits=11, wbits=4, nfbits=8, loss=0.031293866535027824
abits=11, wbits=4, nfbits=9, loss=0.031303534331994176
abits=11, wbits=4, nfbits=10, loss=0.03130468610339822
abits=11, wbits=4, nfbits=11, loss=0.03129706929366176
abits=11, wbits=4, nfbits=12, loss=0.031307138120516755
abits=12, wbits=4, nfbits=1, loss=0.024206058074457523
abits=12, wbits=4, nfbits=2, loss=0.029986198466175642
abits=12, wbits=4, nfbits=3, loss=0.031252362240010344
abits=12, wbits=4, nfbits=4, loss=0.031317763878271364
abits=12, wbits=4, nfbits=5, loss=0.031307784303163104
abits=12, wbits=4, nfbits=6, loss=0.031301010614977434
abits=12, wbits=4, nfbits=7, loss=0.03130208149265785
abits=12, wbits=4, nfbits=8, loss=0.031308689703926064
abits=12, wbits=4, nfbits=9, loss=0.03132115201785778
abits=12, wbits=4, nfbits=10, loss=0.03131676725565623
abits=12, wbits=4, nfbits=11, loss=0.03132704777929645
abits=12, wbits=4, nfbits=12, loss=0.03132709680507199
