abits=1, wbits=16, nfbits=1, loss=0.027177331825861566
abits=1, wbits=16, nfbits=2, loss=0.027147553479060147
abits=1, wbits=16, nfbits=3, loss=0.02716346677297201
abits=1, wbits=16, nfbits=4, loss=0.02713846703036091
abits=1, wbits=16, nfbits=5, loss=0.02717247881138554
abits=1, wbits=16, nfbits=6, loss=0.027152415126180038
abits=1, wbits=16, nfbits=7, loss=0.027167526993136376
abits=1, wbits=16, nfbits=8, loss=0.027176386545388363
abits=1, wbits=16, nfbits=9, loss=0.027167167741423234
abits=1, wbits=16, nfbits=10, loss=0.027159476545281135
abits=1, wbits=16, nfbits=11, loss=0.02716471601086549
abits=1, wbits=16, nfbits=12, loss=0.027180089460064966
abits=2, wbits=16, nfbits=1, loss=0.027196660387114838
abits=2, wbits=16, nfbits=2, loss=0.01611996553121851
abits=2, wbits=16, nfbits=3, loss=0.01323332281735463
abits=2, wbits=16, nfbits=4, loss=0.013031636281177783
abits=2, wbits=16, nfbits=5, loss=0.013024098890570875
abits=2, wbits=16, nfbits=6, loss=0.013033515517002879
abits=2, wbits=16, nfbits=7, loss=0.013033828327957636
abits=2, wbits=16, nfbits=8, loss=0.013024113343980832
abits=2, wbits=16, nfbits=9, loss=0.013027840132753436
abits=2, wbits=16, nfbits=10, loss=0.013035841274242371
abits=2, wbits=16, nfbits=11, loss=0.0130304573641087
abits=2, wbits=16, nfbits=12, loss=0.013021862110457359
abits=3, wbits=16, nfbits=1, loss=0.017790538784212027
abits=3, wbits=16, nfbits=2, loss=0.007507958652403874
abits=3, wbits=16, nfbits=3, loss=0.0051604137824585615
abits=3, wbits=16, nfbits=4, loss=0.005010992205009246
abits=3, wbits=16, nfbits=5, loss=0.00500856135906174
abits=3, wbits=16, nfbits=6, loss=0.005010955308814748
abits=3, wbits=16, nfbits=7, loss=0.005007643500366845
abits=3, wbits=16, nfbits=8, loss=0.0050056286690494
abits=3, wbits=16, nfbits=9, loss=0.005007824312764196
abits=3, wbits=16, nfbits=10, loss=0.005012200266206399
abits=3, wbits=16, nfbits=11, loss=0.0050154003651979836
abits=3, wbits=16, nfbits=12, loss=0.0050099273704780406
abits=4, wbits=16, nfbits=1, loss=0.013583934059939705
abits=4, wbits=16, nfbits=2, loss=0.004801563233531152
abits=4, wbits=16, nfbits=3, loss=0.0027771400137004466
abits=4, wbits=16, nfbits=4, loss=0.0026676789946997394
abits=4, wbits=16, nfbits=5, loss=0.0026618286591166486
abits=4, wbits=16, nfbits=6, loss=0.00266626352766672
abits=4, wbits=16, nfbits=7, loss=0.0026620075864812885
abits=4, wbits=16, nfbits=8, loss=0.0026631913041898934
abits=4, wbits=16, nfbits=9, loss=0.0026645985139438356
abits=4, wbits=16, nfbits=10, loss=0.0026696760637255814
abits=4, wbits=16, nfbits=11, loss=0.002662601322532655
abits=4, wbits=16, nfbits=12, loss=0.0026627581623287345
abits=5, wbits=16, nfbits=1, loss=0.011732089160105739
abits=5, wbits=16, nfbits=2, loss=0.003922825155314058
abits=5, wbits=16, nfbits=3, loss=0.00206107950287286
abits=5, wbits=16, nfbits=4, loss=0.0019668663668338782
abits=5, wbits=16, nfbits=5, loss=0.001967424132043305
abits=5, wbits=16, nfbits=6, loss=0.0019721893939929893
abits=5, wbits=16, nfbits=7, loss=0.0019687515939436615
