abits=1, wbits=8, nfbits=1, loss=0.02775314235343383
abits=10, wbits=8, nfbits=9, loss=0.0017946279844275126
abits=10, wbits=8, nfbits=10, loss=0.0017945612765824757
abits=10, wbits=8, nfbits=11, loss=0.0017986720504734714
abits=10, wbits=8, nfbits=12, loss=0.0017947085535314938
abits=11, wbits=8, nfbits=1, loss=0.010511105799546035
abits=11, wbits=8, nfbits=2, loss=0.0036494501900727837
abits=11, wbits=8, nfbits=3, loss=0.0018909299691679338
abits=11, wbits=8, nfbits=4, loss=0.0017956022232120188
abits=11, wbits=8, nfbits=5, loss=0.0017924158545121406
abits=11, wbits=8, nfbits=6, loss=0.0017940338099530588
abits=11, wbits=8, nfbits=7, loss=0.0017983600872610577
abits=11, wbits=8, nfbits=8, loss=0.0018003058466069305
abits=11, wbits=8, nfbits=9, loss=0.001792727208036619
abits=11, wbits=8, nfbits=10, loss=0.0017924936214396253
abits=11, wbits=8, nfbits=11, loss=0.0017975255524596344
abits=11, wbits=8, nfbits=12, loss=0.0017934612596246342
abits=12, wbits=8, nfbits=1, loss=0.010511677640561875
abits=12, wbits=8, nfbits=2, loss=0.0036435452489874875
abits=12, wbits=8, nfbits=3, loss=0.0018867188463889014
abits=12, wbits=8, nfbits=4, loss=0.001793958750801185
abits=12, wbits=8, nfbits=5, loss=0.0017952320321898859
abits=12, wbits=8, nfbits=6, loss=0.0017966722277775167
abits=12, wbits=8, nfbits=7, loss=0.0017967577893077992
abits=12, wbits=8, nfbits=8, loss=0.0017935410880734427
abits=12, wbits=8, nfbits=9, loss=0.001791847802591152
abits=12, wbits=8, nfbits=10, loss=0.0017999251334307094
abits=12, wbits=8, nfbits=11, loss=0.0017921739061607812
abits=12, wbits=8, nfbits=12, loss=0.0017963916414793436
abits=9, wbits=8, nfbits=4, loss=0.034247370269627146
abits=9, wbits=8, nfbits=4, loss=0.03269585347376191
abits=9, wbits=8, nfbits=4, loss=0.03126711854472374
abits=9, wbits=8, nfbits=4, loss=0.031238344689019214
abits=9, wbits=8, nfbits=4, loss=0.03137464746116446
abits=9, wbits=8, nfbits=4, loss=0.031087932678369377
abits=9, wbits=8, nfbits=4, loss=0.029949623136184156
abits=9, wbits=8, nfbits=4, loss=0.03049386303442029
abits=9, wbits=8, nfbits=4, loss=0.03156095261995991
abits=9, wbits=8, nfbits=4, loss=0.03163802248831743
abits=9, wbits=8, nfbits=4, loss=0.030721817296953537
abits=9, wbits=8, nfbits=4, loss=0.016908350573757138
abits=9, wbits=8, nfbits=4, loss=0.016906461606805142
abits=9, wbits=8, nfbits=4, loss=0.016912194536043666
abits=9, wbits=8, nfbits=4, loss=0.03131171530829026
abits=9, wbits=8, nfbits=4, loss=0.002283768979116128
