abits=1, wbits=4, nfbits=1, loss=0.06914026528978959
abits=9, wbits=4, nfbits=4, loss=0.012863320435803289
abits=9, wbits=4, nfbits=5, loss=0.01286896383867432
abits=9, wbits=4, nfbits=6, loss=0.012871774223943552
abits=9, wbits=4, nfbits=7, loss=0.012861522929504132
abits=9, wbits=4, nfbits=8, loss=0.012865235951418677
abits=9, wbits=4, nfbits=9, loss=0.012867169562154092
abits=9, wbits=4, nfbits=10, loss=0.01286780296299511
abits=9, wbits=4, nfbits=11, loss=0.01286664624244739
abits=9, wbits=4, nfbits=12, loss=0.012873104952562314
abits=10, wbits=4, nfbits=1, loss=0.01319560570976673
abits=10, wbits=4, nfbits=2, loss=0.012928851241341386
abits=10, wbits=4, nfbits=3, loss=0.012888807337731123
abits=10, wbits=4, nfbits=4, loss=0.012897541716647072
abits=10, wbits=4, nfbits=5, loss=0.012893954960581584
abits=10, wbits=4, nfbits=6, loss=0.012895920301954716
